14,1,8,0,6,1,3,0,12,1,6,0,11,1,7,0,5,0,2,0,5,0,3,0,9,1,4,0,13,1,5,0,18,1,6,0,21,1,6,0,11,1,2,0,31,2,6,0,51,3,6,0,80,6,8,0,108,6,5,0,114,6,6,0,12,1,7,0,15,1,6,0,69,5,10,0,1,0,1,0,0,0,0,0,0
6,1,8,0,6,1,7,0,9,1,7,0,10,1,7,0,5,1,6,0,4,0,3,0,5,1,4,0,9,1,4,0,10,1,6,0,14,2,6,0,6,1,3,0,29,2,4,0,24,2,5,0,60,6,6,0,86,6,4,0,109,7,4,0,10,1,9,0,11,1,7,0,38,4,8,0,1,0,1,0,0,0,0,0,1
2,0,3,0,2,1,4,0,4,1,6,0,4,1,5,0,2,0,4,0,3,1,3,0,2,1,3,0,6,1,3,0,4,1,3,0,6,1,4,0,2,1,2,0,8,1,2,0,6,2,3,0,10,2,3,0,8,2,3,0,11,2,3,0,4,1,5,0,5,1,4,0,7,2,3,0,1,0,0,0,0,0,0,0,0
2,1,3,0,2,0,2,0,3,1,3,0,2,0,3,0,1,0,2,0,1,0,2,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,1,0,1,0,2,1,1,0,2,1,2,0,2,0,1,0,2,1,1,0,3,1,1,0,2,0,3,0,2,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,1
5,1,4,0,5,1,4,0,9,2,7,0,8,2,6,0,4,1,4,0,3,1,2,0,11,1,7,0,11,2,6,0,20,2,13,0,20,3,12,0,7,1,4,0,8,1,4,0,35,2,20,0,39,3,21,0,25,3,15,0,30,3,16,0,9,2,6,0,21,2,14,0,47,3,27,0,0,0,0,0,0,0,0,0,0
3,1,10,0,5,2,11,0,3,1,8,0,4,1,8,0,1,0,6,0,3,1,4,0,2,1,7,0,6,1,5,0,6,1,12,0,11,1,10,0,2,1,2,0,5,1,3,0,12,1,10,0,20,2,10,0,14,2,11,0,21,3,7,0,4,1,8,0,8,1,12,0,19,2,8,0,0,0,0,0,0,0,0,0,1
7,1,3,0,7,1,3,0,9,1,4,0,9,1,4,0,5,1,2,0,6,1,3,0,6,2,2,0,7,2,2,0,9,2,3,0,9,2,3,0,7,3,2,0,9,4,1,0,10,7,3,0,12,7,3,0,14,10,2,0,32,15,4,0,9,1,5,0,11,2,5,0,13,8,3,0,5,0,1,0,0,0,0,0,0
4,1,6,0,3,1,5,0,3,1,5,0,3,1,5,0,3,1,4,0,2,1,3,0,2,0,2,0,2,1,1,0,3,1,4,0,3,1,3,0,2,1,2,0,3,3,3,0,3,3,2,0,3,5,2,0,5,5,4,0,7,7,4,0,3,1,6,0,4,1,5,0,3,4,3,0,2,1,2,0,0,0,0,0,1
6,0,4,0,7,0,5,0,12,0,13,0,13,0,12,0,7,0,6,0,7,0,4,0,4,0,5,0,7,0,6,0,10,1,12,0,14,1,13,0,4,0,4,0,11,1,4,0,11,2,9,0,19,2,9,0,23,2,7,0,34,2,7,0,15,1,18,0,17,1,18,0,22,2,12,0,0,0,0,0,0,0,0,0,0
2,0,3,0,2,0,2,0,4,0,9,0,5,0,8,0,4,0,6,0,3,0,3,0,2,0,3,0,3,0,4,0,4,0,8,0,6,1,8,0,2,0,2,0,6,1,2,0,6,3,5,0,7,2,6,0,7,1,4,0,9,2,4,0,5,1,11,0,7,1,11,0,8,2,7,0,0,0,0,0,0,0,0,0,1
1,0,3,0,2,1,7,0,3,1,9,0,2,1,10,0,1,0,3,0,1,0,3,0,2,0,3,0,2,1,4,0,5,1,10,0,5,1,10,0,2,0,3,0,3,0,3,0,6,2,7,0,7,2,8,0,6,2,8,0,7,2,10,0,3,1,12,0,4,1,14,0,7,2,9,0,0,0,1,0,0,0,0,0,0
2,1,4,0,3,1,6,0,3,1,7,0,3,1,7,0,1,0,3,0,1,0,3,0,2,2,2,0,2,2,2,0,6,4,5,0,4,4,5,0,2,2,1,0,5,3,2,0,17,12,3,0,19,13,4,0,31,16,2,0,31,17,2,0,4,1,10,0,4,2,5,0,20,14,3,0,0,0,0,0,0,0,0,0,1
1,0,3,0,1,0,2,0,2,0,4,0,2,0,3,0,1,0,4,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,3,0,1,0,2,0,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,0,2,1,5,0,2,1,4,0,2,0,4,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0,1,0,2,0,0,0,1,0,1,1,2,0,1,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4,0,3,1,5,0,4,1,7,0,15,3,9,0,2,1,3,0,3,2,5,0,5,1,5,0,18,32,20,0,7,1,8,0,10,3,11,0,5,1,4,0,12,1,7,0,24,3,7,0,20,2,10,0,48,3,7,0,49,4,11,0,7,2,9,0,8,2,12,0,22,1,9,0,1,0,1,0,0,0,0,0,0
5,1,3,0,7,1,4,0,9,1,6,0,11,1,7,0,4,1,2,0,8,1,4,0,12,1,4,0,31,2,19,0,21,1,7,0,33,3,11,0,15,1,2,0,49,2,4,0,76,3,9,0,83,2,8,0,144,5,6,0,130,5,8,0,21,3,13,0,23,1,10,0,90,3,7,0,3,0,1,0,0,0,0,0,1
2,0,3,0,2,0,4,0,2,0,3,0,2,1,5,0,1,0,3,0,1,0,3,0,1,0,2,0,2,1,4,0,2,0,4,0,2,0,4,0,0,0,1,0,1,0,2,0,1,0,3,0,1,0,2,0,1,0,2,0,1,0,2,0,3,1,6,0,2,0,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0
2,0,8,0,2,0,9,0,2,0,8,0,2,0,8,0,2,0,5,0,2,1,6,0,1,0,4,0,2,1,5,0,2,0,6,0,2,0,6,0,1,0,2,0,1,0,3,0,1,0,4,0,1,0,3,0,1,0,4,0,1,0,2,0,3,1,10,0,2,0,6,0,2,0,4,0,1,0,4,0,0,0,0,0,1
5,3,5,0,4,1,4,0,13,2,9,0,10,2,7,0,5,1,7,0,3,1,4,0,4,1,3,0,13,3,7,0,6,2,6,0,6,2,7,0,7,2,9,0,11,4,4,0,11,5,6,0,12,4,5,0,17,5,3,0,13,4,3,0,8,2,11,0,5,2,8,0,13,6,5,0,0,0,0,0,0,0,0,0,0
2,1,6,0,2,1,5,0,4,1,11,0,6,1,9,0,2,1,13,0,2,1,6,0,1,1,3,0,12,4,12,0,2,2,6,0,2,2,7,0,1,1,2,0,5,2,3,0,4,3,4,0,6,4,6,0,6,3,2,0,7,3,3,0,3,1,12,0,2,1,7,0,5,5,11,0,0,0,2,0,0,0,0,0,1
14,3,8,0,15,3,8,0,22,7,15,0,23,5,15,0,13,4,12,0,9,2,6,0,19,3,9,0,13,2,8,0,37,5,16,0,36,5,17,0,24,3,10,0,28,3,5,0,119,15,21,0,109,13,14,0,148,15,12,0,98,10,8,0,24,5,15,0,39,6,14,0,107,18,15,0,3,1,3,0,0,0,0,0,0
8,2,6,0,7,2,8,0,11,6,11,0,11,3,11,0,8,3,14,0,6,2,5,0,6,2,5,0,5,1,5,0,13,5,11,0,10,4,8,0,8,3,6,0,15,4,5,0,53,19,17,0,55,19,8,0,91,26,9,0,66,20,7,0,12,3,11,0,11,4,9,0,50,20,9,0,2,1,2,0,0,0,0,0,1
3,1,4,0,3,1,5,0,4,1,5,0,4,1,6,0,2,0,3,0,3,1,4,0,7,1,4,0,3,1,5,0,6,1,6,0,6,1,6,0,5,1,3,0,4,1,3,0,10,2,5,0,11,2,5,0,19,4,6,0,19,4,7,0,4,1,6,0,6,2,7,0,13,2,6,0,1,0,1,0,0,0,0,0,0
1,1,3,0,2,1,4,0,2,1,5,0,2,1,6,0,1,1,2,0,2,1,6,0,3,1,4,0,2,1,6,1,2,1,5,0,3,1,5,0,1,1,3,0,2,1,2,0,3,2,4,0,4,2,4,0,4,3,4,0,6,3,6,0,2,1,6,0,3,1,6,0,4,2,4,0,0,0,1,0,0,0,0,0,1
2,1,2,0,2,1,2,0,3,1,3,0,4,1,5,0,2,1,2,0,2,1,3,0,2,1,2,0,3,1,4,0,4,1,6,0,4,1,7,0,2,1,2,0,7,2,19,0,6,2,4,0,8,3,5,0,12,6,8,0,11,5,6,0,4,1,5,0,5,1,9,0,7,3,5,0,1,0,1,0,0,0,0,0,0
4,0,6,0,4,2,6,0,5,1,6,0,7,1,7,0,3,0,4,0,3,1,5,0,2,0,3,0,7,1,6,0,5,1,7,0,3,1,7,0,1,0,2,0,16,2,31,0,3,2,4,0,8,2,4,0,9,5,5,0,8,3,4,0,7,1,8,0,6,1,10,0,4,2,8,0,1,0,1,0,0,0,0,0,1
4,0,3,0,6,1,3,0,6,1,6,0,7,2,5,0,3,0,2,0,5,1,4,0,3,0,3,0,7,1,5,0,6,1,7,0,8,1,7,0,3,0,2,0,11,1,4,0,10,2,7,0,14,2,7,0,28,3,8,0,28,3,8,0,7,2,7,0,8,1,8,0,11,2,9,0,1,0,0,0,0,0,0,0,0
2,0,1,0,1,0,1,0,2,1,2,0,3,3,4,0,1,0,1,0,3,1,2,0,1,0,1,0,2,2,3,0,3,5,4,0,2,1,3,0,1,0,1,0,2,1,1,0,3,1,4,0,2,1,2,0,5,2,4,0,4,2,3,0,3,4,4,0,2,1,4,0,2,1,3,0,0,0,0,0,0,0,0,0,1
11,1,2,0,15,1,2,0,17,2,4,0,17,2,4,0,7,1,1,0,11,1,2,0,14,2,3,0,20,3,7,0,27,3,4,0,25,3,4,0,16,2,3,0,72,5,5,0,79,7,5,0,88,9,6,0,56,5,2,0,58,6,3,0,20,2,6,0,20,4,5,0,85,9,6,0,4,1,1,0,0,0,0,0,0
2,1,2,0,3,1,2,0,4,1,4,0,5,1,4,0,2,0,2,0,3,1,3,1,3,1,2,0,5,3,4,2,5,1,4,0,4,1,4,0,3,1,2,0,13,4,4,0,8,2,7,0,10,3,6,0,11,2,3,0,10,3,3,0,5,1,5,0,6,2,5,0,7,2,7,0,2,1,1,0,0,0,0,0,1
3,2,3,0,3,2,3,0,5,4,4,0,6,6,3,0,2,1,1,0,2,2,2,0,11,4,20,0,4,3,3,0,9,5,5,0,7,4,7,0,10,4,3,0,6,4,3,0,12,6,5,0,16,8,5,0,19,11,4,0,23,13,5,0,7,6,7,0,9,5,7,0,20,10,7,0,1,0,1,0,0,0,0,0,0
4,2,7,0,3,2,8,0,13,4,7,0,4,8,8,0,2,1,3,0,3,2,5,0,19,3,47,0,4,2,6,0,5,4,10,0,4,3,8,0,11,3,7,0,2,3,3,0,5,4,5,0,4,3,5,0,4,4,4,0,4,4,4,0,5,10,9,0,4,3,9,0,5,5,5,0,1,0,2,0,0,0,0,0,1
7,1,11,0,7,2,6,0,9,2,8,0,12,3,14,0,6,1,7,0,6,1,6,0,7,2,6,0,10,3,12,0,11,3,10,0,12,3,14,0,7,2,5,0,10,3,5,0,13,4,8,0,13,4,9,0,20,10,7,0,21,11,8,0,11,2,10,0,14,3,14,0,15,5,10,0,3,1,2,0,0,0,0,0,0
4,1,4,0,6,2,10,0,6,1,4,0,7,2,5,0,4,1,10,0,4,1,4,0,4,1,1,0,3,1,4,0,6,2,4,0,5,2,7,0,4,1,2,0,3,1,2,0,7,1,3,0,5,1,2,0,18,3,4,0,15,3,6,0,8,2,7,0,7,2,6,0,8,2,6,0,1,0,1,0,0,0,0,0,1
10,4,2,0,13,5,4,0,16,7,5,0,43,9,11,0,8,3,3,0,9,4,2,0,9,4,2,0,13,5,18,0,18,7,4,0,20,8,9,0,11,5,2,0,14,5,12,0,29,12,3,0,35,15,4,0,86,39,5,0,99,49,8,0,20,8,8,0,24,9,6,0,45,19,5,0,1,0,0,0,0,0,0,0,0
6,2,6,0,7,3,7,0,9,3,9,0,17,6,17,0,5,2,4,0,5,2,5,0,4,1,3,0,8,4,11,0,8,3,5,0,8,4,8,0,3,1,2,0,6,3,4,0,5,3,4,0,7,6,4,0,8,7,3,0,13,12,8,0,11,4,12,0,10,4,8,0,7,6,5,0,2,1,1,0,0,0,0,0,1
17,1,5,0,16,1,5,0,22,2,8,0,21,2,7,0,28,5,5,0,12,1,4,0,22,4,5,0,11,1,4,0,23,2,7,0,23,2,8,0,23,2,4,0,24,1,6,0,39,2,11,0,42,2,13,0,102,4,13,0,96,3,16,0,24,2,8,0,28,2,11,0,46,4,24,0,2,0,0,0,0,0,0,0,0
14,1,9,0,13,1,10,0,18,1,10,0,17,1,8,0,15,4,6,0,10,1,5,0,13,2,5,0,8,1,3,0,17,1,6,0,14,1,6,0,13,1,3,0,15,1,2,0,22,2,5,0,23,2,5,0,66,3,4,0,73,3,5,0,19,2,9,0,18,1,8,0,24,3,8,0,1,0,0,0,0,0,0,0,1
3,1,2,0,3,1,2,0,4,1,2,0,4,1,4,0,2,1,2,0,3,1,3,0,3,1,3,0,3,1,5,0,5,1,4,0,5,2,4,0,2,1,2,0,4,1,1,0,13,4,4,0,22,9,4,0,19,6,3,0,32,11,3,0,5,1,3,0,5,1,5,0,20,8,4,0,1,0,1,0,0,0,0,0,0
2,1,4,0,2,1,3,0,2,1,4,0,2,1,5,0,2,1,3,0,2,1,4,0,1,1,2,0,2,1,5,0,2,2,4,0,3,2,5,0,1,1,1,0,3,1,2,0,8,6,3,0,14,10,3,0,15,8,2,0,28,15,2,0,3,1,5,0,2,2,5,0,11,9,3,0,1,0,1,0,0,0,0,0,1
9,1,7,0,11,1,10,0,26,1,11,0,25,2,12,0,9,1,6,0,7,1,5,0,34,4,7,0,17,2,7,0,66,7,15,0,54,5,19,0,32,2,7,0,21,2,6,0,129,10,16,0,110,9,16,0,39,3,8,0,67,5,13,0,27,2,12,0,62,4,21,0,114,10,17,0,3,1,5,0,0,0,0,0,0
10,1,13,0,12,2,19,0,21,2,9,0,24,2,10,0,8,1,7,0,7,1,5,0,22,3,4,0,19,2,5,0,43,6,8,0,52,4,11,0,25,3,5,0,22,2,4,0,97,16,7,0,97,12,8,0,40,5,5,0,70,7,11,0,24,2,10,0,49,5,9,0,73,17,7,0,3,1,4,0,0,0,0,0,1
3,0,2,0,4,0,3,0,5,0,4,0,5,0,4,0,2,0,3,0,3,0,2,0,6,0,3,0,4,0,3,0,8,0,5,0,8,0,7,0,8,0,2,0,6,0,3,0,26,1,4,0,24,1,5,0,60,2,6,0,61,2,7,0,5,0,4,0,9,0,5,0,29,1,6,0,0,0,0,0,0,0,0,0,0
4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,3,0,2,0,2,0,3,0,2,0,2,0,3,0,5,0,4,0,8,0,4,0,2,0,4,0,1,0,8,0,4,0,9,0,4,0,21,1,3,0,25,1,3,0,4,0,4,0,4,0,5,0,9,0,4,0,0,0,1,0,0,0,0,0,1
8,1,9,0,8,1,6,0,13,1,12,0,11,1,9,0,7,1,6,0,7,1,2,0,4,0,3,0,5,1,2,0,10,1,5,0,10,1,5,0,3,0,2,0,11,1,2,0,9,1,3,0,13,1,3,0,28,2,4,0,30,3,3,0,13,2,13,0,13,1,6,0,13,1,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,5,0,4,1,4,0,6,1,5,0,5,1,5,0,4,0,4,0,4,1,4,0,10,3,5,0,4,0,2,0,17,3,6,0,16,2,11,0,6,1,2,0,5,1,1,0,15,2,5,0,18,2,3,0,17,3,2,0,19,2,2,0,6,1,7,0,15,2,5,0,18,2,4,0,3,0,1,0,0,0,0,0,1
